,emojis,urls,hashtags,users,words,unique_words,chars,stopwords,punctuations,numerics,upper,title
4550,0,1,0,0,59,40,276,22,7,4,6,0
6019,0,0,0,3,47,35,234,18,7,1,2,5
8337,0,0,0,1,49,44,279,20,7,0,0,7
10785,0,0,0,3,16,13,103,3,2,0,0,4
3300,0,0,3,4,41,28,237,13,4,0,0,5
4769,0,0,0,1,3,3,16,0,1,0,2,0
2246,0,0,0,3,56,44,288,24,6,0,0,6
3618,0,0,0,2,40,35,211,12,9,0,1,2
6628,0,0,0,4,19,17,120,4,1,0,0,3
11155,2,0,0,4,29,25,172,9,4,0,1,4
3147,0,1,3,0,15,15,98,3,6,1,0,3
10902,0,0,0,4,6,3,36,0,3,0,0,1
9247,2,1,0,0,21,20,127,5,17,0,1,6
5636,0,0,0,1,16,16,88,7,2,0,0,2
2082,0,0,0,6,48,37,253,17,14,0,0,6
3516,0,0,0,5,61,49,298,23,5,0,1,2
11544,0,0,0,1,19,18,89,9,1,1,1,2
3565,3,1,3,0,21,20,131,2,3,0,4,10
1800,0,0,0,1,21,21,109,7,1,0,3,5
3722,0,0,0,1,17,17,109,5,6,0,0,2
9181,1,0,0,1,5,5,23,2,1,0,0,0
10914,0,0,1,1,6,6,31,0,1,0,3,1
11965,0,0,2,1,9,9,64,3,0,0,0,2
11006,0,0,0,1,22,21,117,13,1,0,1,2
6084,0,0,0,1,34,31,194,15,11,0,5,2
9172,0,0,0,2,24,20,132,7,3,0,1,3
8932,0,1,0,4,42,34,215,18,7,0,1,11
8356,1,0,1,1,13,13,71,6,0,0,1,1
12594,0,0,0,1,7,7,44,0,1,0,0,1
269,1,0,0,1,6,6,23,1,1,0,0,0
9008,1,0,0,3,12,10,66,4,1,0,0,0
8159,0,0,0,1,14,14,86,4,4,0,0,1
1654,0,0,0,1,7,7,32,2,1,0,0,1
9729,3,0,1,1,42,36,245,19,5,0,0,2
9923,0,0,0,1,11,11,58,4,2,0,0,1
2567,0,0,0,1,18,17,94,8,2,0,1,5
4840,0,0,0,1,30,27,168,10,5,0,0,7
2853,0,0,0,1,48,43,255,18,6,0,1,8
9161,5,1,0,0,14,11,58,1,2,0,0,1
12340,0,0,0,3,20,17,115,7,2,0,1,2
8930,0,0,0,1,12,12,63,5,0,0,0,1
679,0,0,0,1,4,4,22,1,0,0,0,1
11956,0,1,0,7,21,14,103,4,3,0,0,2
9210,0,1,2,1,16,14,72,4,1,0,1,2
10268,0,0,6,0,24,22,163,11,0,0,2,3
7511,0,0,0,2,14,13,78,4,3,0,0,3
1863,0,0,0,1,7,7,36,2,0,0,1,1
5942,0,0,0,1,5,5,21,3,0,0,0,0
9598,0,0,0,1,19,17,110,5,4,0,0,3
6411,0,0,0,2,23,20,119,7,3,0,2,4
8611,2,0,0,1,28,26,142,12,2,0,0,4
10146,0,0,0,2,55,47,291,24,6,1,2,5
9689,0,0,0,2,15,9,58,3,7,0,0,1
4169,0,0,0,1,6,6,36,1,2,0,0,3
10279,0,0,0,1,16,15,84,7,4,0,0,1
8187,0,0,0,0,50,45,280,19,11,0,1,4
7654,1,0,1,11,23,13,142,2,0,0,1,1
288,0,0,0,3,6,4,27,2,0,0,0,1
12082,0,0,0,4,8,5,43,2,0,0,0,1
9383,0,1,13,0,39,34,282,12,3,1,0,7
5296,0,0,0,3,7,5,41,1,2,0,0,2
3135,0,0,0,2,6,5,30,2,3,0,0,1
12185,0,0,0,2,18,17,106,6,6,0,0,0
4110,0,0,0,2,8,7,51,0,1,0,0,1
6848,0,0,0,3,13,11,77,4,0,0,0,1
10995,0,0,4,1,18,14,111,3,4,0,1,1
374,0,0,0,2,13,12,64,4,3,0,0,3
3559,0,0,0,0,35,28,182,9,9,0,0,7
677,0,0,0,5,56,45,309,24,1,0,1,4
11511,0,1,0,2,50,41,261,16,2,0,0,3
9930,1,0,0,1,9,9,44,1,2,0,0,2
1093,0,0,0,3,26,21,136,12,3,0,1,2
11426,0,0,0,2,5,4,34,0,8,0,0,2
6429,0,0,0,5,46,39,297,12,7,0,0,4
487,2,0,0,1,22,21,110,10,3,0,0,2
4375,0,0,0,0,20,20,124,8,4,0,0,2
767,0,0,0,1,38,34,200,17,5,0,1,3
1340,0,0,0,1,38,35,193,16,9,0,1,2
3376,0,0,2,1,6,6,47,0,5,0,4,1
8145,0,0,0,2,17,16,100,5,2,0,0,2
12085,0,0,0,1,22,20,125,9,0,0,0,4
10759,0,0,2,2,16,15,85,0,2,0,13,0
8417,0,1,0,3,19,15,97,8,3,0,1,2
3322,0,0,0,1,15,15,74,4,0,0,0,0
10615,1,0,0,8,56,39,318,21,6,0,0,11
364,2,1,2,0,29,26,163,11,2,0,1,1
7732,0,0,0,3,24,22,142,7,3,0,1,4
8874,0,0,0,1,6,6,33,1,1,0,0,2
6659,0,0,0,1,15,15,80,0,1,0,14,2
8902,0,0,0,1,15,15,100,3,2,1,0,3
8456,0,0,0,1,6,6,30,3,1,0,0,2
6031,0,0,1,3,23,21,125,7,6,1,0,4
7716,0,0,0,5,25,18,124,6,4,0,1,6
9313,0,0,0,2,11,9,60,2,0,0,1,0
6992,0,0,0,1,7,7,38,3,0,0,0,1
11168,0,0,0,1,26,24,159,10,1,0,2,2
3349,0,0,0,2,23,22,131,10,8,0,0,2
8346,0,0,0,1,5,5,25,3,0,0,0,0
12250,0,1,3,0,15,15,106,1,1,0,1,12
1272,0,0,0,2,9,8,52,1,1,0,1,1
6653,3,0,0,2,19,17,91,10,1,1,1,3
6325,0,0,0,1,11,10,75,6,2,0,0,3
4,0,0,0,2,12,11,72,2,2,0,0,1
6026,0,0,0,1,7,7,38,2,1,0,0,1
6641,0,0,0,1,6,6,44,2,1,0,0,0
476,0,1,3,0,47,40,281,21,4,0,4,5
12174,0,0,0,2,5,4,41,0,2,0,0,2
7450,0,0,0,1,52,45,279,18,5,0,0,2
4188,1,0,0,14,23,10,123,5,3,0,0,0
7875,0,0,0,1,4,4,22,0,0,0,0,2
4545,0,1,6,1,51,45,261,15,5,1,11,9
7209,0,0,0,1,7,7,32,0,0,0,6,0
11491,1,1,11,2,21,20,163,0,1,0,8,2
620,0,0,0,3,33,29,215,12,5,0,1,6
10501,0,2,5,0,12,11,114,1,2,0,0,1
10694,0,0,0,3,40,37,242,16,11,0,1,1
9603,0,0,0,1,21,20,112,7,1,0,0,3
12713,0,0,0,1,20,20,115,5,3,0,0,3
6932,0,0,0,1,8,8,36,2,0,0,1,1
11559,0,0,0,1,46,37,282,22,7,0,1,2
8426,0,1,0,2,23,22,119,6,3,0,0,2
8144,0,0,0,7,60,49,310,20,17,0,0,3
12528,0,0,0,1,22,22,178,3,4,0,0,3
4516,0,0,0,2,7,6,35,0,0,0,5,0
11984,0,1,0,1,23,21,110,8,1,0,0,7
9218,0,0,0,2,31,28,183,11,7,0,0,6
5498,0,0,0,1,2,2,17,0,1,0,0,1
7701,0,0,0,1,16,16,85,5,0,0,0,1
8342,1,0,0,2,11,10,54,3,1,0,1,2
3905,0,0,0,1,14,14,70,5,0,0,0,1
711,0,0,0,1,9,9,47,2,0,0,0,1
8563,0,1,0,2,7,6,33,2,1,0,0,1
2108,0,0,0,2,44,38,241,21,2,0,2,2
11241,0,0,0,1,22,20,122,10,2,0,1,2
4308,0,0,0,1,39,34,234,15,5,0,1,4
3564,0,0,0,2,28,24,159,17,5,0,0,1
2550,0,0,0,1,28,26,161,11,3,0,2,4
4081,5,0,0,1,40,38,227,17,7,0,1,7
3937,0,0,0,2,11,8,57,5,1,0,0,2
11997,0,0,0,2,13,11,63,3,2,0,1,2
2502,0,0,1,1,9,9,49,4,1,0,0,1
6479,0,0,0,1,32,31,161,17,1,0,0,1
2505,0,2,2,0,10,7,35,0,0,1,2,2
8096,0,0,0,1,3,3,15,0,0,0,0,1
4842,0,0,0,2,7,6,30,3,0,0,0,1
9198,0,0,0,2,30,28,180,8,8,0,1,9
10956,0,0,0,1,11,11,51,5,3,0,0,1
543,0,0,0,1,4,4,25,0,3,0,3,0
3775,0,0,5,5,26,20,152,6,1,0,0,3
12460,0,0,0,1,12,12,61,2,2,0,0,2
10862,0,0,0,1,3,3,16,0,0,0,0,1
12167,0,0,0,3,8,6,35,2,1,0,0,1
673,0,0,0,2,46,40,280,21,2,0,0,2
5925,0,0,0,1,11,11,72,4,1,0,1,1
2981,0,0,0,1,20,20,115,7,3,0,1,3
7127,0,0,0,1,11,11,50,4,0,0,0,1
5053,0,0,0,1,9,9,56,3,0,0,0,2
3787,0,0,0,2,19,18,100,4,4,0,2,2
10959,1,0,0,3,10,8,51,2,1,0,0,2
2137,0,0,0,1,28,28,174,7,10,0,0,5
5104,0,0,0,1,3,3,13,1,0,0,0,1
8235,1,0,0,1,6,6,26,1,0,0,0,1
8892,0,0,0,3,12,10,72,2,2,0,0,2
2526,0,0,0,2,37,36,241,11,10,0,6,9
10987,0,0,0,1,30,30,154,10,2,0,0,4
5467,0,0,0,2,17,15,92,5,2,0,0,2
9406,0,0,0,1,30,26,148,14,2,0,1,1
7401,0,1,1,0,27,25,155,10,6,0,0,5
3078,2,0,0,0,4,4,21,0,0,0,0,0
8522,2,0,0,2,61,50,287,17,10,1,2,4
9308,4,1,0,1,39,37,271,13,8,0,1,2
3556,0,0,1,2,9,7,56,3,7,0,0,1
3328,1,0,0,1,12,12,61,5,1,0,0,1
8736,0,0,0,4,36,29,208,15,3,0,1,1
828,1,0,0,1,7,7,32,2,0,0,0,1
223,0,0,0,1,40,35,186,15,3,0,0,4
12284,0,0,0,6,41,31,213,18,12,0,1,4
574,0,0,2,1,11,11,79,5,0,0,0,0
2804,0,0,0,2,8,7,49,1,2,0,0,2
12034,0,0,0,4,29,24,165,10,1,0,0,4
7516,0,0,0,1,18,18,88,10,1,0,0,1
8452,0,1,1,0,5,5,36,1,2,0,0,1
9848,0,0,0,1,6,6,31,1,0,0,0,1
10611,0,0,0,1,11,11,61,3,0,0,0,1
11859,0,0,0,1,4,4,21,0,4,0,0,0
5945,0,0,0,2,3,2,19,0,1,0,0,1
605,1,1,0,1,7,7,33,2,0,0,0,1
5958,0,0,0,2,33,29,164,12,3,0,0,4
6869,3,0,0,4,28,24,156,8,8,0,1,4
6801,0,0,0,3,25,21,157,6,4,0,1,3
8801,0,0,0,1,8,8,41,0,0,0,7,1
8504,0,0,0,15,22,8,136,3,4,0,0,0
6612,0,0,0,1,2,2,14,0,0,0,0,1
9292,0,0,0,1,45,39,269,14,3,0,0,11
8672,0,1,0,12,27,15,149,0,4,0,0,11
7575,0,0,1,3,24,20,132,9,9,0,2,1
6209,0,0,1,1,9,9,49,3,0,0,1,2
775,0,0,0,1,5,5,19,2,0,0,0,1
2299,0,0,0,3,11,9,63,5,1,0,0,1
9909,0,0,0,1,19,17,111,8,3,0,0,0
9369,0,0,0,1,11,10,66,3,0,0,0,0
7657,1,0,0,4,21,16,99,10,0,0,0,1
8317,0,1,0,2,33,30,174,15,4,0,2,3
3208,0,0,0,2,29,27,161,8,2,0,0,2
2176,0,0,0,3,44,40,246,15,6,0,0,9
10182,0,0,0,2,11,10,59,5,2,0,1,3
6246,2,0,0,1,28,25,135,9,0,0,1,2
1467,0,0,1,4,11,8,71,1,1,0,0,3
4969,0,0,0,2,9,8,49,2,1,0,0,1
1707,0,0,0,1,12,11,63,6,0,0,0,1
2707,0,1,2,0,19,19,122,3,0,0,1,4
9489,1,0,0,1,11,11,51,2,4,0,0,0
1320,2,0,0,1,4,4,20,0,0,0,0,1
118,0,0,0,3,4,2,23,0,1,0,0,0
823,0,0,0,1,9,9,44,4,0,0,0,1
13120,0,0,0,1,8,8,37,2,2,0,0,1
7075,0,0,0,2,30,24,153,13,2,0,2,2
13142,0,0,0,1,8,8,55,1,1,0,0,1
2867,0,0,0,4,19,15,126,5,1,0,0,2
1067,0,1,0,1,7,7,31,3,0,0,0,1
9475,0,0,0,1,3,3,20,0,1,0,0,1
12306,0,0,0,2,12,11,84,2,7,0,0,2
553,0,0,0,2,5,4,28,1,1,0,0,1
9241,0,0,0,2,18,11,113,5,2,0,0,2
12371,0,0,0,1,10,10,52,4,1,0,0,1
1108,0,1,0,2,28,27,174,7,4,0,0,5
5280,0,0,0,1,14,13,63,6,0,0,0,2
84,0,0,0,1,6,6,35,2,0,0,0,1
7722,0,0,1,3,27,23,157,8,2,0,1,2
5122,0,0,0,1,14,14,76,5,2,0,0,1
8862,0,0,2,1,31,27,176,16,5,0,0,2
6072,0,0,0,6,16,11,81,3,3,0,0,2
12777,0,0,0,2,41,35,231,21,3,0,1,0
5679,0,1,0,0,13,12,78,5,7,0,0,1
8733,0,0,0,3,53,44,291,25,4,0,0,6
12058,0,0,0,1,4,4,24,0,1,0,0,1
1892,0,0,0,2,10,9,52,2,1,0,0,1
8574,0,0,0,5,51,38,297,16,5,0,2,7
7026,0,0,0,1,9,9,50,3,1,0,0,1
13216,0,0,0,1,20,20,103,8,3,0,0,4
12227,0,0,0,1,24,22,120,8,9,0,0,3
1109,0,0,0,2,15,13,87,5,3,0,0,2
11673,0,0,0,1,42,37,209,20,1,0,0,4
8548,0,0,0,1,9,8,46,1,6,0,1,1
8137,0,0,0,2,44,35,239,17,4,0,2,3
106,0,0,0,1,3,3,13,0,0,0,0,1
8162,0,1,0,2,10,9,53,2,0,0,0,1
10715,0,0,0,4,8,5,39,2,1,0,0,1
12091,0,0,1,1,50,40,263,20,9,0,0,3
5131,0,0,0,49,69,19,387,6,5,0,1,3
2566,0,0,0,2,31,28,162,13,3,0,1,4
8490,1,0,0,1,8,8,37,3,0,0,0,2
5107,0,0,0,2,13,12,81,3,4,0,0,2
3126,0,0,0,2,19,17,88,7,2,0,0,2
9511,0,0,0,1,9,9,44,4,2,0,0,0
7584,0,0,0,1,10,10,42,4,1,0,1,1
8363,2,0,4,1,11,10,67,0,1,0,2,3
5627,0,0,0,3,34,30,199,13,3,0,1,2
9919,0,0,0,4,46,39,298,12,8,0,0,6
3223,0,1,4,7,29,23,193,9,10,0,0,1
6581,0,0,0,5,49,41,271,14,6,2,2,3
11326,0,0,0,6,9,4,45,2,0,0,0,1
42,0,0,0,0,54,43,274,20,10,0,11,8
9723,0,0,1,0,45,39,277,17,3,0,0,6
9170,0,0,0,1,30,28,161,10,4,0,6,3
2943,0,0,0,5,33,26,187,14,0,0,0,3
11118,0,0,0,2,10,9,60,2,2,0,0,0
6978,0,0,0,2,48,43,263,19,5,1,3,6
4023,0,0,0,4,17,13,94,6,3,0,1,1
2092,0,0,0,3,52,42,296,17,9,0,1,6
10140,0,0,0,1,10,10,51,5,5,0,0,0
11635,0,0,0,1,3,3,12,1,0,0,0,1
8470,0,2,1,1,46,40,259,10,4,0,2,17
9216,0,0,0,1,4,4,17,1,1,0,0,1
12814,0,1,1,1,14,14,65,4,1,0,1,1
5159,0,0,0,1,12,11,57,2,2,0,0,3
8323,0,0,1,2,54,44,292,23,0,0,1,1
10962,0,0,0,1,25,24,148,13,2,0,0,1
10735,0,0,0,2,7,6,33,3,0,0,0,0
3951,12,0,3,2,49,43,268,15,2,1,6,3
1568,0,0,0,1,6,6,32,0,2,0,1,2
388,0,0,0,2,32,29,176,9,6,0,0,4
9126,0,0,0,1,18,15,83,8,2,0,0,3
2126,0,0,1,2,18,17,97,7,2,0,1,1
11436,0,1,0,1,29,28,168,8,3,0,1,5
9444,1,0,1,2,7,6,60,1,0,0,0,0
11534,0,0,0,1,5,5,30,0,1,0,2,0
6954,0,0,0,2,12,10,69,3,1,0,0,1
6523,0,0,0,1,3,3,21,0,0,0,0,1
11788,0,0,0,1,7,7,35,1,2,0,0,3
6192,0,0,0,1,33,31,204,7,3,0,0,5
12883,0,0,0,2,22,19,117,8,4,0,0,5
3661,0,0,0,1,6,6,30,1,1,0,0,1
12014,0,0,0,3,53,44,299,12,13,0,1,10
9653,0,0,0,1,14,13,60,8,1,0,0,1
9882,0,0,1,3,9,7,84,1,1,0,0,2
10368,0,0,0,1,24,22,148,8,3,0,1,6
5207,0,1,1,1,20,19,129,5,7,0,0,2
12923,0,0,1,0,6,6,63,2,2,0,0,1
12376,0,0,0,2,13,12,70,4,0,0,0,1
7400,0,0,0,50,55,6,329,0,1,0,1,2
10166,0,1,0,1,7,7,31,1,1,0,1,2
1448,3,0,0,2,9,8,39,4,1,0,1,1
1117,0,0,0,1,8,8,42,2,0,0,0,1
6379,0,1,0,1,16,15,69,7,0,0,1,1
7968,0,0,0,2,12,10,65,0,0,0,9,1
5956,0,0,0,1,17,17,101,6,1,0,0,1
9084,0,0,1,18,32,15,204,3,2,0,1,6
8373,0,0,0,2,34,29,163,15,5,0,0,3
5850,0,0,0,4,11,8,72,2,1,0,1,2
8451,0,0,0,2,9,8,47,3,1,0,1,1
5609,0,0,0,4,39,33,222,12,4,0,1,6
7214,0,0,1,1,9,9,62,2,1,0,0,3
9704,0,1,2,0,13,13,96,2,2,0,1,4
2887,0,0,0,2,8,7,44,2,2,0,1,1
3731,0,0,0,1,51,43,267,27,1,0,0,1
3570,3,0,0,1,6,6,24,2,0,0,0,1
12864,0,0,0,1,20,19,103,11,4,0,3,0
6203,0,0,0,2,13,12,65,6,0,0,0,0
152,0,0,0,2,22,19,137,8,1,0,1,2
4844,0,0,0,4,13,10,95,2,3,0,2,1
2332,0,0,0,1,10,10,46,4,3,0,1,3
8525,0,0,0,2,10,8,48,3,1,0,0,2
10190,0,0,0,2,19,16,100,7,9,0,1,3
3999,2,1,0,1,25,23,132,8,1,0,0,1
4981,0,1,3,0,24,23,130,11,2,1,2,1
12913,0,0,0,1,29,28,184,8,5,0,1,5
10245,0,1,1,0,14,14,70,3,2,0,1,1
8217,0,0,0,2,22,21,121,8,2,0,1,4
10353,0,0,0,1,11,11,59,5,4,0,1,1
10802,0,1,0,11,28,16,157,6,7,2,0,1
3653,0,0,0,1,16,15,92,5,0,0,0,5
3273,0,0,0,2,9,8,50,0,2,0,1,1
6405,0,0,0,2,24,22,113,12,2,0,1,3
8584,0,0,0,1,15,15,103,4,5,0,0,3
2432,0,0,0,1,13,13,66,5,5,0,0,2
10205,0,1,1,3,40,36,216,13,7,0,1,4
10475,0,1,2,3,27,23,152,3,5,0,0,5
412,0,0,0,2,19,16,106,9,0,0,1,3
2910,0,0,0,50,57,8,346,2,0,0,0,1
11068,0,0,0,2,6,5,29,1,1,0,0,1
3246,4,0,0,1,4,4,25,0,1,0,1,2
2965,0,0,0,1,11,11,54,3,2,0,0,2
12216,0,0,0,2,47,42,296,15,13,0,0,9
8022,0,0,0,3,25,22,122,7,5,0,1,6
1733,0,0,0,1,53,48,282,20,8,1,3,6
4152,0,1,0,1,5,5,26,1,1,0,0,1
1213,0,0,0,1,15,15,91,2,3,0,0,10
5173,12,1,2,3,45,39,259,16,3,0,2,5
7017,0,0,0,4,7,4,45,1,1,0,0,2
7719,0,0,0,3,31,26,164,14,2,0,0,3
1865,1,0,1,1,20,18,93,6,1,0,0,1
12219,0,0,0,8,54,36,295,21,2,0,0,1
7503,0,0,0,1,4,4,17,1,0,0,0,1
10865,0,0,0,1,5,5,28,1,1,0,1,2
11144,0,0,0,2,12,11,63,7,0,0,0,1
6356,1,0,0,15,19,5,105,1,2,0,0,0
7404,0,0,0,3,6,4,31,1,0,0,0,1
12182,0,0,0,2,4,3,26,0,2,0,0,2
11993,0,0,0,1,7,7,35,1,2,0,1,0
10800,0,0,0,1,10,10,45,5,0,0,0,1
2207,7,0,0,1,10,7,58,2,11,0,5,1
8387,0,0,0,2,11,10,59,5,0,0,0,1
4875,0,0,0,6,24,16,121,6,3,0,1,3
11569,0,0,0,1,31,29,191,9,15,0,0,5
6698,0,0,0,1,19,19,119,4,1,0,0,2
1412,0,1,5,1,30,29,207,7,7,1,1,4
10707,0,0,2,3,29,26,156,6,3,0,2,1
9317,0,0,0,5,52,46,306,15,1,0,1,7
5684,0,0,0,1,13,13,86,5,2,0,0,2
1351,0,0,0,3,51,41,267,22,5,0,0,6
239,0,0,0,2,4,3,22,0,1,0,0,1
1287,0,1,0,5,46,36,281,12,8,0,0,15
1716,0,0,0,1,21,21,125,9,0,0,0,1
7576,0,0,1,3,33,27,152,15,3,0,2,5
1469,1,0,0,1,4,4,19,1,0,0,0,1
1410,0,0,0,46,96,40,555,19,10,0,2,8
6881,0,0,1,0,16,15,86,6,0,0,0,1
877,0,0,0,1,14,14,73,5,3,0,1,4
4895,0,0,0,1,32,30,160,16,0,0,0,3
4892,0,0,0,1,16,16,91,6,2,0,0,2
7686,0,0,0,1,27,25,153,10,5,0,1,2
9127,0,0,0,2,32,29,171,10,4,0,1,4
12734,0,0,0,3,46,41,257,20,7,0,0,3
12886,4,0,0,3,50,44,289,14,2,0,1,3
5224,0,0,0,2,32,26,154,15,2,0,3,4
1822,0,0,0,3,47,38,275,12,9,0,6,13
1414,0,0,0,1,7,7,31,2,3,0,0,1
176,0,0,0,1,9,9,42,2,1,0,3,3
7522,0,0,0,3,23,18,125,7,4,0,0,3
478,0,0,0,1,2,2,11,0,0,0,0,1
8020,0,0,0,5,13,9,85,3,1,0,0,1
12033,0,0,1,2,37,34,223,15,8,0,1,4
983,0,1,0,1,45,40,240,19,9,1,3,3
10124,0,0,0,1,3,3,20,0,1,0,0,1
5626,0,0,0,1,22,21,110,8,2,0,0,2
7557,0,0,0,2,19,16,116,9,1,0,0,1
2346,0,0,0,1,10,10,53,4,3,0,0,2
11495,0,0,0,1,11,11,57,3,2,0,0,2
10162,0,0,0,1,4,4,20,2,0,0,0,0
645,2,0,0,2,3,2,21,0,1,0,0,1
12343,0,0,0,1,16,16,85,7,6,0,0,2
11245,0,0,0,2,8,7,38,3,0,0,0,1
1780,0,0,0,14,76,50,362,27,6,0,2,11
6445,0,1,0,1,13,13,87,4,8,0,0,1
11450,0,0,1,1,28,25,155,6,3,0,15,2
13110,0,0,1,2,31,26,163,13,2,0,0,4
3918,0,0,0,1,26,23,125,9,4,0,1,4
4341,0,1,1,0,14,14,98,5,1,0,0,0
8667,1,0,0,3,30,27,149,12,4,0,0,3
4086,0,1,0,1,7,7,40,0,1,0,0,5
12120,0,0,0,8,12,5,70,0,4,0,3,1
1630,1,0,0,8,14,7,70,3,0,0,0,1
5629,0,0,0,4,41,29,214,19,2,0,0,6
6759,1,0,0,1,41,38,222,11,7,0,2,8
3450,0,1,0,0,9,9,46,2,2,0,0,2
12793,0,0,0,1,6,6,32,2,0,0,0,1
2637,0,1,0,1,39,36,198,17,8,0,1,3
234,0,1,0,2,30,26,154,13,2,0,2,4
9350,0,0,0,2,18,17,91,8,1,0,0,1
3291,0,0,0,6,13,8,71,4,0,0,0,1
9658,0,0,0,1,48,40,268,20,2,0,1,6
4370,0,0,0,1,30,29,140,9,4,0,4,3
11753,0,0,0,1,21,20,95,11,2,0,0,0
9724,2,0,0,2,20,19,98,7,3,0,0,1
4313,0,1,3,1,39,33,203,10,9,0,1,6
11654,0,0,0,1,7,7,38,1,0,0,1,1
787,0,0,0,1,19,17,124,6,5,0,0,4
236,0,0,0,2,14,13,70,5,2,0,0,1
4437,0,0,0,2,16,15,97,5,1,0,1,1
5343,0,0,0,5,46,35,228,19,7,0,0,2
10967,0,0,0,2,14,12,67,4,5,0,1,2
8952,0,0,0,3,8,6,53,0,2,0,0,2
4143,0,0,0,1,24,21,115,11,4,0,1,2
8299,0,0,0,1,32,31,179,11,7,0,1,2
12389,0,0,0,1,25,23,113,8,3,0,1,3
2719,0,1,0,2,24,22,144,7,7,0,1,3
10938,0,1,0,2,29,27,168,0,2,0,25,2
5097,4,0,0,2,13,12,75,3,6,0,0,3
11617,0,0,0,2,17,16,99,6,1,0,1,1
4836,0,0,0,0,50,42,268,24,13,0,0,0
7136,0,1,3,0,19,18,120,5,6,0,8,0
1708,0,0,0,1,33,30,193,15,6,0,0,4
12711,0,0,1,1,24,24,143,6,3,0,1,2
12748,1,0,0,4,10,7,62,1,3,0,0,1
9656,0,0,0,4,50,41,285,17,3,0,2,4
9037,0,0,0,1,11,11,68,4,4,0,0,1
13078,0,0,0,5,50,40,301,17,10,0,1,12
4126,0,1,1,0,47,39,276,15,4,0,2,14
10755,0,1,0,1,59,48,287,0,5,0,56,5
3139,0,0,0,1,13,12,64,5,2,0,0,2
8600,0,0,0,2,21,20,135,7,2,0,0,2
10570,0,2,0,0,21,20,107,5,0,1,2,2
3712,0,0,0,1,8,8,46,1,0,0,1,3
1620,0,0,0,1,11,11,64,2,0,0,0,2
11188,0,0,0,2,6,5,36,2,0,0,0,1
8423,0,1,0,2,8,7,37,2,0,0,0,1
5174,0,0,0,2,35,31,192,8,6,0,0,9
858,0,0,0,2,12,11,65,5,5,0,0,2
11285,0,0,0,2,9,8,45,4,0,0,0,1
7109,0,0,0,1,13,13,57,5,1,0,0,1
13158,1,0,0,1,7,7,34,2,0,0,0,1
7800,0,0,0,3,13,11,64,5,1,0,0,1
12461,0,0,0,0,20,18,93,7,0,0,0,0
5008,0,0,0,10,35,23,173,9,6,0,1,4
8861,0,0,0,2,4,3,20,0,0,0,0,0
10213,0,0,0,2,19,18,111,8,1,0,0,1
8105,1,0,0,1,21,20,122,7,5,0,0,1
8537,0,0,0,2,12,11,59,5,1,0,0,1
8150,0,0,0,1,37,33,181,11,7,0,1,6
1686,0,0,0,1,8,8,43,3,1,0,0,0
2829,0,0,0,1,33,30,169,10,4,0,3,6
1249,0,0,0,3,18,16,110,4,1,0,2,1
10342,0,0,0,1,4,4,24,1,1,0,0,1
10795,0,0,0,1,8,8,34,4,0,0,0,1
11270,1,0,0,4,53,43,285,21,3,0,3,7
2311,0,0,0,1,63,51,282,27,9,2,3,4
7836,0,0,0,17,60,40,362,16,5,0,0,4
1941,0,0,0,1,14,14,81,6,2,0,0,1
6877,0,0,0,1,42,40,258,14,4,0,2,8
5693,0,0,0,3,15,13,69,3,4,0,1,5
12223,0,0,0,1,31,28,156,13,8,0,1,2
5294,0,0,0,2,13,12,62,5,0,0,0,3
11391,0,0,0,2,24,22,108,12,2,0,1,3
10975,0,0,0,4,34,25,197,13,9,0,0,5
3039,0,0,0,2,54,45,289,15,7,0,2,8
4117,0,0,0,1,15,15,91,3,5,0,0,3
2100,0,0,0,3,14,12,78,3,3,0,0,1
24,0,1,0,1,32,30,175,14,10,0,1,5
7751,0,0,0,1,22,21,136,8,1,0,0,1
3124,0,0,0,11,29,18,153,6,5,0,0,4
12010,0,1,0,0,41,36,259,3,9,0,0,5
8650,0,0,0,1,20,19,119,7,0,0,0,1
11,0,1,9,2,47,37,279,13,1,1,2,3
6766,0,0,0,1,19,19,94,8,2,0,0,2
363,0,0,0,2,6,5,28,3,1,0,0,1
6842,0,0,0,1,13,13,72,5,2,0,0,2
8045,0,0,0,1,16,16,70,9,0,0,1,1
10553,0,0,0,2,21,19,110,7,0,0,0,1
3654,1,0,0,1,5,5,39,1,1,0,0,1
9073,0,0,0,1,2,2,13,0,3,0,0,1
12081,2,0,0,1,7,7,34,2,0,0,1,0
10576,0,0,0,5,36,29,219,12,6,0,0,1
5567,0,0,0,1,4,4,22,1,1,0,0,1
1475,0,0,0,1,15,14,77,7,2,0,0,2
1971,1,0,0,1,8,7,41,5,2,0,0,0
5669,0,0,0,2,19,17,96,9,2,1,0,1
2706,0,0,0,2,30,29,203,9,2,0,0,1
3396,0,0,0,2,36,30,183,12,4,0,0,5
2412,0,0,1,1,13,12,81,3,1,0,1,2
2817,0,0,0,1,17,16,81,6,4,0,0,3
6050,1,1,2,3,26,21,148,5,4,0,1,7
2609,0,0,0,1,17,16,77,6,3,0,0,3
6079,5,0,0,2,26,23,168,9,7,0,0,1
9847,0,1,0,1,17,17,88,4,3,0,2,1
5503,0,0,0,1,15,13,76,6,2,0,0,1
6862,2,0,2,1,10,9,47,1,3,0,2,1
10863,0,0,0,2,4,3,21,0,0,0,0,1
